Ratio
1.1376
1.1330
1.1319
1.1302
1.1170
1.1158
1.1121
1.1119
1.1111
1.1100
1.1093
1.1092
1.1074
1.1014
1.0978
1.0977
1.0955
1.0943
1.0928
1.0892
1.0890
1.0880
1.0856
1.0822
1.0811
1.0788
1.0733
1.0690
1.0677
1.0656
1.0655
1.0609
1.0600
1.0593
1.0588
1.0588
1.0543
1.0536
1.0517
1.0464
1.0407
1.0400
1.0369
1.0366
1.0363
1.0309
1.0220
1.0206
1.0200
1.0149
1.0144
1.0130
1.0106
1.0055
1.0000
1.0000
1.0000
1.0000
0.9956
0.9937
0.9932
0.9874
0.9865
0.9859
0.9854
0.9851
0.9794
0.9759
0.9734
0.9718
0.9708
0.9708
0.9697
0.9677
0.9667
0.9644
0.9643
0.9545
0.9539
0.9536
0.9533
0.9531
0.9507
0.9505
0.9482
0.9478
0.9478
0.9449
0.9395
0.9355
0.9346
0.9335
0.9328
0.9311
0.9289
0.9258
0.9231
0.9230
0.9215
0.9132
0.9114
0.9101
0.9091
0.9080
0.9061
0.9020
0.9018
0.9014
0.9003
0.8989
0.8963
0.8927
0.8917
0.8911
0.8902
0.8889
0.8862
0.8861
0.8859
0.8849
0.8839
0.8802
0.8793
0.8779
0.8769
0.8762
0.8757
0.8709
0.8697
0.8688
0.8674
0.8645
0.8626
0.8609
0.8603
0.8571
0.8563
0.8560
0.8555
0.8539
0.8520
0.8513
0.8500
0.8493
0.8439
0.8409
0.8392
0.8376
0.8369
0.8354
0.8333
0.8329
0.8276
0.8266
0.8266
0.8252
0.8235
0.8223
0.8208
0.8203
0.8168
0.8167
0.8136
0.8129
0.8107
0.8105
0.8099
0.8091
0.8091
0.8049
0.8027
0.8024
0.8016
0.8000
0.8000
0.7978
0.7931
0.7900
0.7898
0.7895
0.7887
0.7857
0.7853
0.7843
0.7835
0.7832
0.7830
0.7778
0.7770
0.7764
0.7759
0.7743
0.7742
0.7721
0.7676
0.7667
0.7655
0.7640
0.7611
0.7595
0.7580
0.7564
0.7554
0.7527
0.7527
0.7516
0.7513
0.7500
0.7458
0.7455
0.7416
0.7404
0.7391
0.7386
0.7364
0.7352
0.7347
0.7341
0.7338
0.7317
0.7288
0.7263
0.7256
0.7219
0.7200
0.7195
0.7191
0.7172
0.7167
0.7165
0.7162
0.7105
0.7094
0.7091
0.7080
0.7080
0.7075
0.7069
0.7051
0.7032
0.7028
0.7024
0.7022
0.7014
0.7007
0.6984
0.6976
0.6968
0.6949
0.6944
0.6936
0.6933
0.6915
0.6914
0.6886
0.6876
0.6856
0.6829
0.6821
0.6814
0.6795
0.6772
0.6765
0.6759
0.6749
0.6746
0.6738
0.6729
0.6721
0.6717
0.6712
0.6689
0.6687
0.6687
0.6667
0.6667
0.6641
0.6637
0.6635
0.6615
0.6602
0.6549
0.6531
0.6487
0.6482
0.6475
0.6473
0.6471
0.6463
0.6460
0.6429
0.6376
0.6374
0.6331
0.6323
0.6316
0.6316
0.6300
0.6274
0.6267
0.6257
0.6249
0.6236
0.6229
0.6210
0.6207
0.6203
0.6200
0.6195
0.6181
0.6168
0.6167
0.6154
0.6150
0.6142
0.6136
0.6130
0.6125
0.6119
